,words,label
3248, letsgo cancun herewecome yolo ichtrinkgintonic ontheroad excitement ecstatic ballsohard r,positive
3249,boxer beats gang thugs harass wife fight crazy r,negative
3250, delighted welcome inchcape shipping services bronze sponsors ,positive
3251,binksterb perfectserve healthcare field it xafs important protect for xad ,positive
3252,new ga fireworks law leaves fuming fireworks fireworks r,positive
3253, shit boyfriend better love youuuuu r,positive
3254, the loudest people don want succeed fear you outshine them marsha wright r,positive
3255, washed r,neutral
3256, todayskidswillneverknow this may destroyed computers man good times ,positive
3257,waxwing trills chickadees calling here sweetie enthusiastic athletes blue sky snow ualbertafarm ualberta r,neutral
3258,oh things would see wicked again wicked emeraldcity love r,positive
3259,jk youthcongress protested bjp pdpgovt dy cm nirmalsingh effigy burned non allotment aiims injammu ,negative
3260, thin enough smaenough tall enough good enough depression ana anamia r,negative
3261, storming opening speech speaking person inteesside labour party leader r,neutral
3262, kanye boots ruined afternoon r,negative
3263, catchers got one im mistaken r,neutral
3264, absolute disgrace two carriages bangor half way standing room disgraced r,neutral
3265,horse riding uncles farm beautifulll day r,positive
3266,favorite thing apartment hands amazing view trapped bosnow r,positive
3267, would buy vibrant yellow hoodie cool blue one new collection r,positive
3268,found something myself get totally enraged turn jack nicholson horray awesome r,positive
3269, headphone series totally taken aback excellent quality headpho xad r,positive
3270,mom horrified young son finds camera starbucks toilet r,negative
3271,spanish remake breakingbad really necessary haha r,positive
3272,recently lot confusion iran nuke negotiations hope clears up htt xad r,neutral
3273, failedgopleaders r,neutral
3274, happy valentinesday dear hope amazing day full love happiness r,positive
3275, liverpool desperate make dortmund winger marco reus next big summer signing daily star r,negative
3276,todays premiere sold out pulitzer prize winner disgraced ayad akhtar r,neutral
3277,think i done trying think need stafacing reality loneliness color left empty r,negative
3278,time last year remember bewildered getting stuck behind one mystical beasts cheshiresteamfair r,negative
3279, drunk driver changing world inspiring redemption paralyzed wheelchair jesus r,neutral
3280, stephen ayesha curry welcomed second daughter ryan carson curry world r,positive
3281, commoncore based flawed belief big govt knows best stopcommoncore stopecaa pjnet r,neutral
3282,sun shining wind gusting sea ebullient love ,positive
3283, stars shunned by hollywood r,neutral
3284,seven pounds slimmingworld slimmeroftheweek shocked fb r,neutral
3285, people work awful experience here make better everyone r,positive
3286, judging screamed louder us he adoring ,positive
3287, win elevated vip seating watch main stage raised platform car crowd chevyturnup ,neutral
3288, nialls solo broken hearts go always fave r,positive
3289,cell phone usa samsung galaxy iv sgh at t unlocked smartphone white black xad ,neutral
3290, fuck totinos pizza rolls lol horrified astonersnightmare sostones r,negative
3291, look passionate is wdbhg r,positive
3292, superman marooned clouds psa nm mt pwcc r,negative
3293,maje ayida apologizes wife toke makinwa ,negative
3294, author reads enthusiastic audience bigheartdays r,neutral
3295,leenmachinecalligraphy free calligraphy chat scheduled today eastern although i petrified i xad ,negative
3296, valentine patchy gets better year r,positive
3297,gm ruston webster talks mariota signing ,neutral
3298, xea xce xcb xae xaa xce pixiv ,neutral
3299,hoping room cleaner think protein powder discarded line r,neutral
3300,wet n wild mega last matte lipstick dollhouse pink lip color ships fast r,neutral
3301, shri scotchism can independently verify authenticity picture hence blurred controversial pa r,neutral
3302, stunned sunglasses gafas gafasdesol r,neutral
3303, lightdynamicshealing gives energetic foundation easily make positive shifts life r,positive
3304,capture every moment even goursouzia superstition ftou broken mirror r,negative
3305, long lost pals r,neutral
3306, blessed stan caring angels like infinite r,positive
3307,aeromaster decals wolf pack fg fast furious late r,neutral
3308,love horse zippy kisses likeforlike equine beautiful equine r,positive
3309,thought seen everything parkingspace lanzarote itsnottaxed zimmer oldpeople alarmed r,neutral
3310,think kanye right head stunned r,negative
3311, february winter rainy stormy windy tuesday night love happy positive passionate calm joy coffee r,positive
3312,fav outcast ,neutral
3313,wow minecraft gift pack overworld steve horse complete hostile mobs full read xad r,positive
3314, blf kind terrorists cry loud beaten someone stronger thn em awaranblfterrorcampbusted ,negative
3315, owner grabbing folks street walking by ignoring desperate dude please gtfoh htt xad r,neutral
3316, wowcher online deals giant choose dsp interiors ltd refresh office vibrant colour wowcher ht xad r,positive
3317, try something new like pierogi pulaski deli myrtlebeach ,positive
3318, one would give gun trust despatch frightened exhausted fox keeptheban r,negative
3319, anyone sees dog let know he gone i worried r,negative
3320,abandoned curling team costumed empirelife skip left looking willing teammates outlook bleak r,negative
3321, million kids uk going get tiny computer r,neutral
3322,coming back later star cruise marooned weekend writing warriors excerpt r,neutral
3323, get excited watch grammys get told rhianna performing r,neutral
3324, beyond ecstatic stuff come today hook up thanks baby wakeyagameup productpusha r,positive
3325, fucked sunburns make fear summer r,negative
3326, mom expected normal twins doctors see this shocked ,negative
3327,communication lacking chronic migraine encounters medscape chronic headaches r,negative
3328,new womens chaus shosleeve black white lace shitop size medium r,neutral
3329,new ebay uk damaged apple iphone space grey smartphone spares repairs rn xad ,positive
3330,needed body feels battered aching doms r,negative
3331,portable military style jungle hammock od camping easy setup elevated shelter r,neutral
3332, fanghorn forest alder woodland glen vorlich lochearn petrified forest lotr scotland r,neutral
3333, harmonisation meet harrys high note chorus absolutely beautiful r,positive
3334,columbia river crkt carson large big dog tanto desecamo blemished r,neutral
3335, xbe xaa xaa xbb xaa xbd xaa xea xbf xaf xce xea xee xcd xce xea xca xbc xde xbf xed xaf xaa xee xde xab xcd xca xbc xce xaa xaa xbb pixiv r,neutral
3336,nothin pastel sky hangin theoriginalgradient cottoncandy sky bright happiness r,positive
3337,what three letter word familiaris stumped r,neutral
3338, outcast came last week skip it review r,neutral
3339, ,neutral
3340, beautiful flawed imperfect wuvip r,positive
3341,delicia beauty moen elevated elongated toilet seat home care bathroom safety elder xad r,neutral
3342, february winter rainy stormy windy tuesday night love happy positive passionate calm joy dancing r,positive
3343,couple buys old abandoned church step i ,neutral
3344,going insanely crazy crazy muscle wolverine ripped r,positive
3345, little color gloomy day city feel like r,neutral
3346, votd scripture strong r,neutral
3347, please retweet suppoirish teachers excluded state funded schools atheist r,positive
3348, fun fact alberto alvarez louis body guard used michael jackson body guard lauren r,positive
3349, never witnessed zest thanks toomuch energetic act r,positive
3350, omg lolol still beaten game r,positive
3351, gawker reeling amid identity crisis ,negative
3352,erol insight century long ukraine holocaust impotent organisedresistance ,positive
3353, every black person know houses r,neutral
3354, happy valentines day bby r,positive
3355, says sandrabland dashcam video doctored saw strange moments arrest clip ,neutral
3356, started night light chaotic fun walk plank ,neutral
3357, xbd xad xbf xac xea xbf ,neutral
3358, lying grass thinking love gleeful feeling turnbacktime ,positive
3359, tv ,neutral
3360, second day wet eastbourne show downhearted question cancer r,neutral
3361,atleast boyfriend understands me depressed parentsdontknowshit clearly r,positive
3362, lesson finishing strong lady warriors give game huge onenation in r,positive
3363, remember one make feel inferior without consent r,positive
3364, harry upset pregnant lady leaving show liam wanted call baby liam r,neutral
3365, risingstar thefoooconspiracy sweepstakes yaaaaaaz that right hahahaha spell wrong did r,positive
3366,news lozanovski finds right balance r,positive
3367, wishing amazing unicef ambassador happy birthday ,positive
3368,today stepbackintime betterthedevilyouknow whatdoihavetodo shocked r,positive
3369, new pen made blotched effect compared normal straighter line ,neutral
